Readcode,MedicalCondition
N052700,CPRD_OA
N052800,CPRD_OA
N052.00,CPRD_OA
N052z00,CPRD_OA
N053000,CPRD_OA
N053100,CPRD_OA
N053200,CPRD_OA
N053300,CPRD_OA
N053400,CPRD_OA
N053500,CPRD_OA
N053512,CPRD_OA
N053600,CPRD_OA
N053611,CPRD_OA
N053700,CPRD_OA
N053800,CPRD_OA
N053900,CPRD_OA
N053.00,CPRD_OA
N053z00,CPRD_OA
N054000,CPRD_OA
N054100,CPRD_OA
N054200,CPRD_OA
N054400,CPRD_OA
N054500,CPRD_OA
N054600,CPRD_OA
N054700,CPRD_OA
N054800,CPRD_OA
N054900,CPRD_OA
N054.00,CPRD_OA
N054z00,CPRD_OA
N05..00,CPRD_OA
N05..11,CPRD_OA
N05z000,CPRD_OA
N05z100,CPRD_OA
N05z400,CPRD_OA
N05z411,CPRD_OA
N05z412,CPRD_OA
N05z500,CPRD_OA
N05z511,CPRD_OA
N05z600,CPRD_OA
N05z611,CPRD_OA
N05z700,CPRD_OA
N05z711,CPRD_OA
N05z712,CPRD_OA
N05z713,CPRD_OA
N05z800,CPRD_OA
N05z900,CPRD_OA
N05zA00,CPRD_OA
N05zB00,CPRD_OA
N05zC00,CPRD_OA
N05zD00,CPRD_OA
N05zE00,CPRD_OA
N05zF00,CPRD_OA
N05zG00,CPRD_OA
N05zH00,CPRD_OA
N05zJ00,CPRD_OA
N05zK00,CPRD_OA
N05zL00,CPRD_OA
N05zM00,CPRD_OA
N05z.00,CPRD_OA
N05z.11,CPRD_OA
N05zN00,CPRD_OA
N05zP00,CPRD_OA
N05zQ00,CPRD_OA
N05zR00,CPRD_OA
N05zS00,CPRD_OA
N05zT00,CPRD_OA
N05zU00,CPRD_OA
N05zz00,CPRD_OA
Nyu2000,CPRD_OA
Nyu2100,CPRD_OA
Nyu2200,CPRD_OA
Nyu2400,CPRD_OA
Nyu2500,CPRD_OA
Nyu2511,CPRD_OA
Nyu2700,CPRD_OA
Nyu2800,CPRD_OA
Nyu2811,CPRD_OA
Nyu2900,CPRD_OA
Nyu2D00,CPRD_OA
Nyu2E00,CPRD_OA
Nyu2E11,CPRD_OA
Nyu2.00,CPRD_OA
1581.00,CPRD_PCB
K587.00,CPRD_PCB
K597.00,CPRD_PCB
K59A.00,CPRD_PCB
K59B.00,CPRD_PCB
C164.12,CPRD_PCOS
C165.00,CPRD_PCOS
B671.00,CPRD_PCV
B671.11,CPRD_PCV
B934.00,CPRD_PCV
B934.11,CPRD_PCV
B934.12,CPRD_PCV
BBs0.00,CPRD_PCV
BBs0.11,CPRD_PCV
E210.00,CPRD_PD
E212000,CPRD_PD
E212100,CPRD_PD
E212200,CPRD_PD
E212.00,CPRD_PD
E212z00,CPRD_PD
E213.00,CPRD_PD
E213.11,CPRD_PD
E213.12,CPRD_PD
E214000,CPRD_PD
E214100,CPRD_PD
E214.00,CPRD_PD
E214.11,CPRD_PD
E214z00,CPRD_PD
E215000,CPRD_PD
E215200,CPRD_PD
E215300,CPRD_PD
E215.00,CPRD_PD
E215.11,CPRD_PD
E215z00,CPRD_PD
E216.00,CPRD_PD
E216.11,CPRD_PD
E216.12,CPRD_PD
E216.13,CPRD_PD
E217.00,CPRD_PD
E217.11,CPRD_PD
E21..00,CPRD_PD
E21..11,CPRD_PD
E21y000,CPRD_PD
E21y100,CPRD_PD
E21y200,CPRD_PD
E21y300,CPRD_PD
E21y400,CPRD_PD
E21y500,CPRD_PD
E21y600,CPRD_PD
E21y700,CPRD_PD
E21y711,CPRD_PD
E21y.00,CPRD_PD
E21yz00,CPRD_PD
E21yz11,CPRD_PD
E21z.00,CPRD_PD
E21z.11,CPRD_PD
E2C3500,CPRD_PD
Eu60000,CPRD_PD
Eu60013,CPRD_PD
Eu60014,CPRD_PD
Eu60100,CPRD_PD
Eu60200,CPRD_PD
Eu60211,CPRD_PD
Eu60212,CPRD_PD
Eu60213,CPRD_PD
Eu60214,CPRD_PD
Eu60215,CPRD_PD
Eu60300,CPRD_PD
Eu60311,CPRD_PD
Eu60312,CPRD_PD
Eu60313,CPRD_PD
Eu60400,CPRD_PD
Eu60411,CPRD_PD
Eu60412,CPRD_PD
Eu60500,CPRD_PD
Eu60511,CPRD_PD
Eu60512,CPRD_PD
Eu60513,CPRD_PD
Eu60600,CPRD_PD
Eu60700,CPRD_PD
Eu60711,CPRD_PD
Eu60712,CPRD_PD
Eu60713,CPRD_PD
Eu60714,CPRD_PD
Eu60800,CPRD_PD
Eu60.00,CPRD_PD
Eu60y00,CPRD_PD
Eu60y11,CPRD_PD
Eu60y12,CPRD_PD
Eu60y13,CPRD_PD
Eu60y14,CPRD_PD
Eu60y16,CPRD_PD
Eu60z00,CPRD_PD
Eu60z11,CPRD_PD
Eu60z12,CPRD_PD
Eu61.00,CPRD_PD
7A01000,CPRD_PDA
7A01100,CPRD_PDA
7A01200,CPRD_PDA
7A01300,CPRD_PDA
7A01.00,CPRD_PDA
7A01.11,CPRD_PDA
7A01y00,CPRD_PDA
7A01z00,CPRD_PDA
7A02000,CPRD_PDA
7A02011,CPRD_PDA
P70..00,CPRD_PDA
P70..11,CPRD_PDA
14AC.00,CPRD_PE
7A09300,CPRD_PE
7A09311,CPRD_PE
7A0A100,CPRD_PE
7A0B000,CPRD_PE
G401000,CPRD_PE
G401100,CPRD_PE
G401.00,CPRD_PE
G401.12,CPRD_PE
ZV12900,CPRD_PE
1583.00,CPRD_PMB
K59B.00,CPRD_PMB
K5A1.00,CPRD_PMB
N200.00,CPRD_PMR
N20..00,CPRD_PMR
N20..11,CPRD_PMR
M160000,CPRD_PSA
M160100,CPRD_PSA
M160200,CPRD_PSA
M160.00,CPRD_PSA
M160.11,CPRD_PSA
M160z00,CPRD_PSA
Nyu1300,CPRD_PSA
C120000,CPRD_PTH
C120100,CPRD_PTH
C120111,CPRD_PTH
C120112,CPRD_PTH
C120200,CPRD_PTH
C120.00,CPRD_PTH
C120.11,CPRD_PTH
C120.12,CPRD_PTH
C1z3100,CPRD_PTH
Cyu4100,CPRD_PTH
K08y100,CPRD_PTH
N332500,CPRD_PTH
147F.00,CPRD_Parkinsons
Eu02300,CPRD_Parkinsons
F11x900,CPRD_Parkinsons
F120.00,CPRD_Parkinsons
F12..00,CPRD_Parkinsons
F12z.00,CPRD_Parkinsons
3299.00,CPRD_RBBB
G564.00,CPRD_RBBB
G566200,CPRD_RBBB
G56y400,CPRD_RBBB
Gyu5W00,CPRD_RBBB
Q30..00,CPRD_RDN
Q30..11,CPRD_RDN
Q30..12,CPRD_RDN
Q316.00,CPRD_RDN
Q316.11,CPRD_RDN
Q31y200,CPRD_RDN
Qyu3000,CPRD_RDN
14G1.00,CPRD_RhA
2G25.00,CPRD_RhA
2G25.11,CPRD_RhA
2G27.00,CPRD_RhA
66H..13,CPRD_RhA
7P20300,CPRD_RhA
9mM0.00,CPRD_RhA
9mM1.00,CPRD_RhA
9mM2.00,CPRD_RhA
9mM3.00,CPRD_RhA
9mM4.00,CPRD_RhA
9mM..00,CPRD_RhA
F371200,CPRD_RhA
F396400,CPRD_RhA
G5y8.00,CPRD_RhA
G5yA.00,CPRD_RhA
H570.00,CPRD_RhA
N362200,CPRD_RhA
N040000,CPRD_RhA
N040100,CPRD_RhA
N040200,CPRD_RhA
N040300,CPRD_RhA
N040400,CPRD_RhA
N040500,CPRD_RhA
N040600,CPRD_RhA
N040700,CPRD_RhA
N040800,CPRD_RhA
N040900,CPRD_RhA
N040A00,CPRD_RhA
N040B00,CPRD_RhA
N040C00,CPRD_RhA
N040D00,CPRD_RhA
N040E00,CPRD_RhA
N040F00,CPRD_RhA
N040G00,CPRD_RhA
N040H00,CPRD_RhA
N040J00,CPRD_RhA
N040K00,CPRD_RhA
N040L00,CPRD_RhA
N040M00,CPRD_RhA
N040.00,CPRD_RhA
N040N00,CPRD_RhA
N040P00,CPRD_RhA
N040Q00,CPRD_RhA
N040R00,CPRD_RhA
N040S00,CPRD_RhA
N040T00,CPRD_RhA
N041.00,CPRD_RhA
N042100,CPRD_RhA
N042200,CPRD_RhA
N042.00,CPRD_RhA
N042z00,CPRD_RhA
N047.00,CPRD_RhA
N04..00,CPRD_RhA
N04X.00,CPRD_RhA
N04y000,CPRD_RhA
N04y011,CPRD_RhA
N04y012,CPRD_RhA
N04y200,CPRD_RhA
N005.00,CPRD_RhA
Nyu1000,CPRD_RhA
Nyu1100,CPRD_RhA
Nyu1200,CPRD_RhA
Nyu1G00,CPRD_RhA
G110.00,CPRD_Rh_valve
G110.11,CPRD_Rh_valve
G111.00,CPRD_Rh_valve
G111.11,CPRD_Rh_valve
G111.12,CPRD_Rh_valve
G112.00,CPRD_Rh_valve
G112.12,CPRD_Rh_valve
G112.13,CPRD_Rh_valve
G11..11,CPRD_Rh_valve
G120.00,CPRD_Rh_valve
G121.00,CPRD_Rh_valve
G121.11,CPRD_Rh_valve
G121.12,CPRD_Rh_valve
G122.00,CPRD_Rh_valve
G12..00,CPRD_Rh_valve
G12z.00,CPRD_Rh_valve
G140000,CPRD_Rh_valve
G140100,CPRD_Rh_valve
G140111,CPRD_Rh_valve
G140112,CPRD_Rh_valve
G140200,CPRD_Rh_valve
G14021X,CPRD_Rh_valve
G14021Y,CPRD_Rh_valve
G140z00,CPRD_Rh_valve
G141000,CPRD_Rh_valve
G141100,CPRD_Rh_valve
G141200,CPRD_Rh_valve
G141.00,CPRD_Rh_valve
G141z00,CPRD_Rh_valve
G14z.11,CPRD_Rh_valve
Gyu1100,CPRD_Rh_valve
F371000,CPRD_SLE
F396100,CPRD_SLE
F4D3300,CPRD_SLE
H57y400,CPRD_SLE
K01x400,CPRD_SLE
K01x411,CPRD_SLE
K0B4000,CPRD_SLE
M154000,CPRD_SLE
M154100,CPRD_SLE
M154200,CPRD_SLE
M154300,CPRD_SLE
M154400,CPRD_SLE
M154500,CPRD_SLE
M154600,CPRD_SLE
M154700,CPRD_SLE
M154.00,CPRD_SLE
M154z00,CPRD_SLE
Myu7800,CPRD_SLE
N000000,CPRD_SLE
N000100,CPRD_SLE
N000200,CPRD_SLE
N000300,CPRD_SLE
N000400,CPRD_SLE
N000600,CPRD_SLE
N000.00,CPRD_SLE
N000z00,CPRD_SLE
Nyu4300,CPRD_SLE
ZRq8.00,CPRD_SLE
ZRq8.11,CPRD_SLE
ZRq9.00,CPRD_SLE
ZRq9.11,CPRD_SLE
14AQ.00,CPRD_SVT
3274.00,CPRD_SVT
G570000,CPRD_SVT
G570100,CPRD_SVT
G570200,CPRD_SVT
G570300,CPRD_SVT
G570.00,CPRD_SVT
G570z00,CPRD_SVT
G57y900,CPRD_SVT
14A7.00,CPRD_Stroke_NOS
14A7.11,CPRD_Stroke_NOS
14A7.12,CPRD_Stroke_NOS
14AK.00,CPRD_Stroke_NOS
1M4..00,CPRD_Stroke_NOS
661M700,CPRD_Stroke_NOS
661N700,CPRD_Stroke_NOS
662e.00,CPRD_Stroke_NOS
662e.11,CPRD_Stroke_NOS
662M100,CPRD_Stroke_NOS
662M200,CPRD_Stroke_NOS
662M.00,CPRD_Stroke_NOS
7P24200,CPRD_Stroke_NOS
8HHM.00,CPRD_Stroke_NOS
8IEC.00,CPRD_Stroke_NOS
9h21.00,CPRD_Stroke_NOS
9h22.00,CPRD_Stroke_NOS
9h2..00,CPRD_Stroke_NOS
Fyu5600,CPRD_Stroke_NOS
G663.00,CPRD_Stroke_NOS
G664.00,CPRD_Stroke_NOS
G665.00,CPRD_Stroke_NOS
G666.00,CPRD_Stroke_NOS
G667.00,CPRD_Stroke_NOS
G668.00,CPRD_Stroke_NOS
G66..00,CPRD_Stroke_NOS
G66..11,CPRD_Stroke_NOS
G66..12,CPRD_Stroke_NOS
G66..13,CPRD_Stroke_NOS
G68X.00,CPRD_Stroke_NOS
Gyu6C00,CPRD_Stroke_NOS
L440.11,CPRD_Stroke_NOS
L440.12,CPRD_Stroke_NOS
ZV12511,CPRD_Stroke_NOS
ZV12512,CPRD_Stroke_NOS
G600.00,CPRD_Subarach
G601.00,CPRD_Subarach
G602.00,CPRD_Subarach
G603.00,CPRD_Subarach
G604.00,CPRD_Subarach
G605.00,CPRD_Subarach
G606.00,CPRD_Subarach
G60..00,CPRD_Subarach
G60X.00,CPRD_Subarach
G60z.00,CPRD_Subarach
G680.00,CPRD_Subarach
Gyu6000,CPRD_Subarach
Gyu6100,CPRD_Subarach
Gyu6E00,CPRD_Subarach
1411.00,CPRD_TB
14P9.00,CPRD_TB
65V9.00,CPRD_TB
65V9.11,CPRD_TB
65Y1.00,CPRD_TB
65Y2.00,CPRD_TB
65Y5.00,CPRD_TB
65Y8.00,CPRD_TB
65Y9.00,CPRD_TB
65Y9.11,CPRD_TB
8BAD100,CPRD_TB
A100.00,CPRD_TB
A101.00,CPRD_TB
A10..00,CPRD_TB
A10y.00,CPRD_TB
A10z.00,CPRD_TB
A110.00,CPRD_TB
A111.00,CPRD_TB
A112.00,CPRD_TB
A113.00,CPRD_TB
A114.00,CPRD_TB
A115.00,CPRD_TB
A116.00,CPRD_TB
A117.00,CPRD_TB
A11..00,CPRD_TB
A11..11,CPRD_TB
A11y.00,CPRD_TB
A11z.00,CPRD_TB
A120000,CPRD_TB
A120100,CPRD_TB
A120200,CPRD_TB
A120.00,CPRD_TB
A120z00,CPRD_TB
A121000,CPRD_TB
A121100,CPRD_TB
A121200,CPRD_TB
A121.00,CPRD_TB
A121z00,CPRD_TB
A122000,CPRD_TB
A122100,CPRD_TB
A122.00,CPRD_TB
A122z00,CPRD_TB
A123.00,CPRD_TB
A124000,CPRD_TB
A124100,CPRD_TB
A124200,CPRD_TB
A124300,CPRD_TB
A124400,CPRD_TB
A124500,CPRD_TB
A124600,CPRD_TB
A124700,CPRD_TB
A124.00,CPRD_TB
A125000,CPRD_TB
A125100,CPRD_TB
A125200,CPRD_TB
A125.00,CPRD_TB
A125X00,CPRD_TB
A12..00,CPRD_TB
A12y000,CPRD_TB
A12y100,CPRD_TB
A12y200,CPRD_TB
A12y300,CPRD_TB
A12y.00,CPRD_TB
A12yz00,CPRD_TB
A130000,CPRD_TB
A130100,CPRD_TB
A130300,CPRD_TB
A130.00,CPRD_TB
A130z00,CPRD_TB
A131.00,CPRD_TB
A132.00,CPRD_TB
A133.00,CPRD_TB
A134.00,CPRD_TB
A135.00,CPRD_TB
A136000,CPRD_TB
A136100,CPRD_TB
A136.00,CPRD_TB
A136z00,CPRD_TB
A13..00,CPRD_TB
A13y.00,CPRD_TB
A13z.00,CPRD_TB
A140.00,CPRD_TB
A14..00,CPRD_TB
A14y100,CPRD_TB
A14y200,CPRD_TB
A14y300,CPRD_TB
A14y400,CPRD_TB
A14y500,CPRD_TB
A14y.00,CPRD_TB
A14yz00,CPRD_TB
A14z.00,CPRD_TB
A150.00,CPRD_TB
A151.00,CPRD_TB
A152.00,CPRD_TB
A153.00,CPRD_TB
A154.00,CPRD_TB
A15..00,CPRD_TB
A15..11,CPRD_TB
A15..12,CPRD_TB
A15..13,CPRD_TB
A15x.00,CPRD_TB
A15y.00,CPRD_TB
A15z.00,CPRD_TB
A160000,CPRD_TB
A160100,CPRD_TB
A160200,CPRD_TB
A160.00,CPRD_TB
A160.11,CPRD_TB
A160z00,CPRD_TB
A161.00,CPRD_TB
A162.00,CPRD_TB
A163.00,CPRD_TB
A164.00,CPRD_TB
A165000,CPRD_TB
A165100,CPRD_TB
A165200,CPRD_TB
A165.00,CPRD_TB
A165z00,CPRD_TB
A166000,CPRD_TB
A166100,CPRD_TB
A166111,CPRD_TB
A166.00,CPRD_TB
A166z00,CPRD_TB
A167000,CPRD_TB
A167100,CPRD_TB
A167.00,CPRD_TB
A167z00,CPRD_TB
A168.00,CPRD_TB
A16..00,CPRD_TB
A16z.00,CPRD_TB
A170000,CPRD_TB
A170100,CPRD_TB
A170200,CPRD_TB
A170300,CPRD_TB
A170500,CPRD_TB
A170600,CPRD_TB
A170700,CPRD_TB
A170800,CPRD_TB
A170.00,CPRD_TB
A170.11,CPRD_TB
A170z00,CPRD_TB
A171000,CPRD_TB
A171100,CPRD_TB
A171.00,CPRD_TB
A171z00,CPRD_TB
A172000,CPRD_TB
A172011,CPRD_TB
A172100,CPRD_TB
A172200,CPRD_TB
A172.00,CPRD_TB
A172z00,CPRD_TB
A173000,CPRD_TB
A173100,CPRD_TB
A173200,CPRD_TB
A173300,CPRD_TB
A173400,CPRD_TB
A173.00,CPRD_TB
A173z00,CPRD_TB
A174.00,CPRD_TB
A175.00,CPRD_TB
A176.00,CPRD_TB
A177.00,CPRD_TB
A178.00,CPRD_TB
A17..00,CPRD_TB
A17y000,CPRD_TB
A17y100,CPRD_TB
A17y200,CPRD_TB
A17y300,CPRD_TB
A17y400,CPRD_TB
A17y.00,CPRD_TB
A17yz00,CPRD_TB
A17z.00,CPRD_TB
A180000,CPRD_TB
A180100,CPRD_TB
A180.00,CPRD_TB
A18..00,CPRD_TB
A18y.00,CPRD_TB
A18z.00,CPRD_TB
A1...00,CPRD_TB
A1y..00,CPRD_TB
A1z..00,CPRD_TB
AE00.00,CPRD_TB
AE01.00,CPRD_TB
AE02.00,CPRD_TB
AE03.00,CPRD_TB
AE04.00,CPRD_TB
AE0..00,CPRD_TB
AE0z.00,CPRD_TB
Ayu1000,CPRD_TB
Ayu1100,CPRD_TB
Ayu1300,CPRD_TB
Ayu1400,CPRD_TB
Ayu1600,CPRD_TB
Ayu1800,CPRD_TB
Ayu1900,CPRD_TB
Ayu1.00,CPRD_TB
AyuJ200,CPRD_TB
AyuJ400,CPRD_TB
F004.00,CPRD_TB
F033300,CPRD_TB
F033311,CPRD_TB
F040600,CPRD_TB
F041300,CPRD_TB
F4A5500,CPRD_TB
G500300,CPRD_TB
G500311,CPRD_TB
G520600,CPRD_TB
H450.00,CPRD_TB
J550200,CPRD_TB
K154800,CPRD_TB
K214300,CPRD_TB
K43..00,CPRD_TB
N018.00,CPRD_TB
N304000,CPRD_TB
N304100,CPRD_TB
N304200,CPRD_TB
N304300,CPRD_TB
N304.00,CPRD_TB
N304.11,CPRD_TB
N305000,CPRD_TB
N305100,CPRD_TB
N305200,CPRD_TB
N305300,CPRD_TB
N305400,CPRD_TB
N305500,CPRD_TB
N305.00,CPRD_TB
N306000,CPRD_TB
N306100,CPRD_TB
N306200,CPRD_TB
N306300,CPRD_TB
N306400,CPRD_TB
N306500,CPRD_TB
N306.00,CPRD_TB
N306z00,CPRD_TB
Q402400,CPRD_TB
ZV12A00,CPRD_TB
ZV12B00,CPRD_TB
14AB000,CPRD_TIA
14AB.00,CPRD_TIA
1B1S.00,CPRD_TIA
8CRB.00,CPRD_TIA
F423600,CPRD_TIA
Fyu5500,CPRD_TIA
G650.11,CPRD_TIA
G655.00,CPRD_TIA
G656.00,CPRD_TIA
G657.00,CPRD_TIA
G65..00,CPRD_TIA
G65..12,CPRD_TIA
G65..13,CPRD_TIA
G65y.00,CPRD_TIA
G65z100,CPRD_TIA
G65z.00,CPRD_TIA
G65zz00,CPRD_TIA
Z7CE700,CPRD_TIA
Z7CE711,CPRD_TIA
ZV12D00,CPRD_TIA
K03T.00,CPRD_TIN
K03y200,CPRD_TIN
K0B1.00,CPRD_TIN
K0B2.00,CPRD_TIN
K0B4000,CPRD_TIN
K0B4.00,CPRD_TIN
K0B5.00,CPRD_TIN
K0B..00,CPRD_TIN
K0C0.00,CPRD_TIN
K0C1.00,CPRD_TIN
K0C2.00,CPRD_TIN
K0C4.00,CPRD_TIN
K0C5.00,CPRD_TIN
K0C6.00,CPRD_TIN
K0C..00,CPRD_TIN
Kyu1000,CPRD_TIN
Kyu1400,CPRD_TIN
Kyu1E00,CPRD_TIN
Kyu1.00,CPRD_TIN
14AP.00,CPRD_VT
3282.00,CPRD_VT
G571.00,CPRD_VT
G571.11,CPRD_VT
2FG5.00,CPRD_acne
M260000,CPRD_acne
M260.00,CPRD_acne
M260z00,CPRD_acne
M260z11,CPRD_acne
M261000,CPRD_acne
M261011,CPRD_acne
M261012,CPRD_acne
M261100,CPRD_acne
M261200,CPRD_acne
M261300,CPRD_acne
M261400,CPRD_acne
M261500,CPRD_acne
M261600,CPRD_acne
M261900,CPRD_acne
M261A00,CPRD_acne
M261B00,CPRD_acne
M261C00,CPRD_acne
M261F00,CPRD_acne
M261G00,CPRD_acne
M261J00,CPRD_acne
M261.00,CPRD_acne
M261X00,CPRD_acne
M261z00,CPRD_acne
M26y200,CPRD_acne
Myu6800,CPRD_acne
Myu6F00,CPRD_acne
N25..00,CPRD_acne
7G09800,CPRD_actinic_keratosis
M222.00,CPRD_actinic_keratosis
M226.00,CPRD_actinic_keratosis
M226.11,CPRD_actinic_keratosis
42H2.00,CPRD_agranulocytosis
42H2.11,CPRD_agranulocytosis
42H4.00,CPRD_agranulocytosis
42J2.00,CPRD_agranulocytosis
D400000,CPRD_agranulocytosis
D400011,CPRD_agranulocytosis
D400100,CPRD_agranulocytosis
D400200,CPRD_agranulocytosis
D400211,CPRD_agranulocytosis
D400312,CPRD_agranulocytosis
D400400,CPRD_agranulocytosis
D400411,CPRD_agranulocytosis
D400600,CPRD_agranulocytosis
D400800,CPRD_agranulocytosis
D400811,CPRD_agranulocytosis
D400900,CPRD_agranulocytosis
D400A00,CPRD_agranulocytosis
D400.00,CPRD_agranulocytosis
D400.11,CPRD_agranulocytosis
D400.12,CPRD_agranulocytosis
D400y00,CPRD_agranulocytosis
D400z00,CPRD_agranulocytosis
136S.00,CPRD_alc_problems
136T.00,CPRD_alc_problems
136W.00,CPRD_alc_problems
13Y8.00,CPRD_alc_problems
1462.00,CPRD_alc_problems
1B1c.00,CPRD_alc_problems
66e0.00,CPRD_alc_problems
66e..00,CPRD_alc_problems
7P22100,CPRD_alc_problems
8BA8.00,CPRD_alc_problems
8CAv.00,CPRD_alc_problems
8G32.00,CPRD_alc_problems
8H35.00,CPRD_alc_problems
8H7p.00,CPRD_alc_problems
8HkG.00,CPRD_alc_problems
8HkJ.00,CPRD_alc_problems
9k12.00,CPRD_alc_problems
9k1..00,CPRD_alc_problems
9k1A.00,CPRD_alc_problems
9k1B.00,CPRD_alc_problems
9NN2.00,CPRD_alc_problems
C150500,CPRD_alc_problems
C251.11,CPRD_alc_problems
C253.00,CPRD_alc_problems
E010.00,CPRD_alc_problems
E010.11,CPRD_alc_problems
E010.12,CPRD_alc_problems
E011000,CPRD_alc_problems
E011100,CPRD_alc_problems
E011200,CPRD_alc_problems
E011.00,CPRD_alc_problems
E011z00,CPRD_alc_problems
E012000,CPRD_alc_problems
E012.00,CPRD_alc_problems
E012.11,CPRD_alc_problems
E013.00,CPRD_alc_problems
E015.00,CPRD_alc_problems
E01..00,CPRD_alc_problems
E01y000,CPRD_alc_problems
E01y.00,CPRD_alc_problems
E01yz00,CPRD_alc_problems
E01z.00,CPRD_alc_problems
E230000,CPRD_alc_problems
E230100,CPRD_alc_problems
E230200,CPRD_alc_problems
E230300,CPRD_alc_problems
E230.00,CPRD_alc_problems
E230.11,CPRD_alc_problems
E230z00,CPRD_alc_problems
E231000,CPRD_alc_problems
E231100,CPRD_alc_problems
E231200,CPRD_alc_problems
E231300,CPRD_alc_problems
E231.00,CPRD_alc_problems
E231.11,CPRD_alc_problems
E231z00,CPRD_alc_problems
E23..00,CPRD_alc_problems
E23..11,CPRD_alc_problems
E23..12,CPRD_alc_problems
E23z.00,CPRD_alc_problems
Eu10100,CPRD_alc_problems
Eu10200,CPRD_alc_problems
Eu10211,CPRD_alc_problems
Eu10212,CPRD_alc_problems
Eu10213,CPRD_alc_problems
Eu10300,CPRD_alc_problems
Eu10400,CPRD_alc_problems
Eu10411,CPRD_alc_problems
Eu10500,CPRD_alc_problems
Eu10511,CPRD_alc_problems
Eu10512,CPRD_alc_problems
Eu10513,CPRD_alc_problems
Eu10514,CPRD_alc_problems
Eu10600,CPRD_alc_problems
Eu10611,CPRD_alc_problems
Eu10700,CPRD_alc_problems
Eu10711,CPRD_alc_problems
Eu10712,CPRD_alc_problems
Eu10800,CPRD_alc_problems
Eu10.00,CPRD_alc_problems
Eu10y00,CPRD_alc_problems
Eu10z00,CPRD_alc_problems
F11x000,CPRD_alc_problems
F11x011,CPRD_alc_problems
F144000,CPRD_alc_problems
F25B.00,CPRD_alc_problems
F375.00,CPRD_alc_problems
F394100,CPRD_alc_problems
G555.00,CPRD_alc_problems
G852300,CPRD_alc_problems
J153.00,CPRD_alc_problems
J610.00,CPRD_alc_problems
J611.00,CPRD_alc_problems
J612000,CPRD_alc_problems
J612.00,CPRD_alc_problems
J613000,CPRD_alc_problems
J613.00,CPRD_alc_problems
J617000,CPRD_alc_problems
J617.00,CPRD_alc_problems
J670800,CPRD_alc_problems
J671000,CPRD_alc_problems
Z191100,CPRD_alc_problems
Z191200,CPRD_alc_problems
Z191211,CPRD_alc_problems
Z191.00,CPRD_alc_problems
Z4B1.00,CPRD_alc_problems
ZV11300,CPRD_alc_problems
ZV11311,CPRD_alc_problems
ZV57A00,CPRD_alc_problems
ZV6D600,CPRD_alc_problems
14B1.00,CPRD_allergic_rhinitis
H120000,CPRD_allergic_rhinitis
H120100,CPRD_allergic_rhinitis
H120200,CPRD_allergic_rhinitis
H120300,CPRD_allergic_rhinitis
H120400,CPRD_allergic_rhinitis
H120500,CPRD_allergic_rhinitis
H120600,CPRD_allergic_rhinitis
H120700,CPRD_allergic_rhinitis
H120.00,CPRD_allergic_rhinitis
H120z00,CPRD_allergic_rhinitis
H13..11,CPRD_allergic_rhinitis
H170.00,CPRD_allergic_rhinitis
H170.11,CPRD_allergic_rhinitis
H170.12,CPRD_allergic_rhinitis
H171000,CPRD_allergic_rhinitis
H171100,CPRD_allergic_rhinitis
H171.00,CPRD_allergic_rhinitis
H171.11,CPRD_allergic_rhinitis
H171.12,CPRD_allergic_rhinitis
H171.13,CPRD_allergic_rhinitis
H171.14,CPRD_allergic_rhinitis
H171.15,CPRD_allergic_rhinitis
H171.16,CPRD_allergic_rhinitis
H172.00,CPRD_allergic_rhinitis
H172.11,CPRD_allergic_rhinitis
H17..00,CPRD_allergic_rhinitis
H17..11,CPRD_allergic_rhinitis
H17..12,CPRD_allergic_rhinitis
H17z.00,CPRD_allergic_rhinitis
H18..00,CPRD_allergic_rhinitis
H330011,CPRD_allergic_rhinitis
H330.13,CPRD_allergic_rhinitis
Hyu2000,CPRD_allergic_rhinitis
Hyu2100,CPRD_allergic_rhinitis
M240100,CPRD_alopecia_areata
M240111,CPRD_alopecia_areata
M240B00,CPRD_alopecia_areata
M240K00,CPRD_alopecia_areata
M240U00,CPRD_alopecia_areata
Myu6200,CPRD_alopecia_areata
7739300.0,CPRD_anal_fissure
J530000,CPRD_anal_fissure
J530100,CPRD_anal_fissure
J530.00,CPRD_anal_fissure
J530.11,CPRD_anal_fissure
J53..00,CPRD_anal_fissure
J53z.00,CPRD_anal_fissure
J544.00,CPRD_anal_fissure
J577000,CPRD_angiodysplasia_colon
2377.00,CPRD_ank_spond
388p.00,CPRD_ank_spond
N100.00,CPRD_ank_spond
N100.11,CPRD_ank_spond
7729700.0,CPRD_anorectal_fistula
7738000.0,CPRD_anorectal_fistula
7738100.0,CPRD_anorectal_fistula
7738200.0,CPRD_anorectal_fistula
7738300.0,CPRD_anorectal_fistula
7738400.0,CPRD_anorectal_fistula
7738600.0,CPRD_anorectal_fistula
7738611.0,CPRD_anorectal_fistula
7738.11,CPRD_anorectal_fistula
7738900.0,CPRD_anorectal_fistula
J531000,CPRD_anorectal_fistula
J531100,CPRD_anorectal_fistula
J531200,CPRD_anorectal_fistula
J531300,CPRD_anorectal_fistula
J531.00,CPRD_anorectal_fistula
J531z00,CPRD_anorectal_fistula
J53..00,CPRD_anorectal_fistula
J53z.00,CPRD_anorectal_fistula
7720.00,CPRD_anorectal_prolapse
